Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,Trade Flow,Scale,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Ireland,IE,IRL,Exports of low carbon technology products as share of total exports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,,,,1.4599833689623,1.27525277835338,1.33608867780985,1.25061917178996,1.11685571386854,1.37168675580714,1.65504121477782,1.65457309498646,1.69688774344144,1.43478267063006,1.34526665792847,1.34774726561444,1.48603906484745,1.61597735934587,1.8186087924019,1.75190207031078,1.59760544805635,1.50237234963495,1.69683409545387,1.99490333521889,1.82216499869294,1.50470668314408,1.31568605482991,1.4598730504116,1.33792225335433,1.57250797078615
Ireland,IE,IRL,Imports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,755671737.0,854075511.0,945872852.0,1330310154.0,1758211807.0,1404192956.0,1723655390.586,1160014067.568,1099968577.529,1829416946.17,1793636278.903,2263675824.063,2184529930.672,1992580168.07,1833437988.295,1585893051.842,1373651242.553,1477829822.17,1427796339.826,1689002092.061,1804422165.998,1798989230.182,1838336347.847,1771438647.182,2095119007.803,2287817286.875,2544223045.307,3911739070.271,4930878507.28,5875123605.805
Ireland,IE,IRL,Imports of low carbon technology products as percent of GDP,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,1.35321971289226,1.23315071802328,1.24574916983793,1.60360694212268,1.94696327346356,1.41848202969775,1.71931345719601,1.06085335590228,0.855971591677568,1.11123139147488,0.923209438169038,1.06780611768916,0.940826623658247,0.737686809264687,0.665694515495651,0.671457162025,0.618495450301987,0.618004670997342,0.633838243906205,0.70932166877954,0.694675673559933,0.615261989086064,0.615905413483782,0.525456755333691,0.541558745868134,0.573421412298224,0.594075397071104,0.761433683812607,0.924148701874231,1.07644960478992
Ireland,IE,IRL,Imports of low carbon technology products as share of total imports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,,4.00182845136297,2.9541477860565,3.60051269492301,2.40608666533498,2.17184037503916,3.48766390287591,2.97531961459105,3.37361341227803,3.04767446309116,2.42096972723553,2.22301364427895,2.58977443860847,2.1768422298495,2.02672434543848,2.02780881016763,2.30558013479742,2.21241553907617,2.35661970333189,2.2799956222541,1.93410872769485,2.02740094581841,2.32384703900587,2.63770084549731,3.29820289651616,3.37331259417156,3.91148358685263
Ireland,IE,IRL,Total trade in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,1443248053.0,1671957042.0,1759216787.0,2152934468.0,2700013027.0,2317340565.0,2716951023.314,2168460672.623,2068692258.104,3094743881.326,3517409265.51,4070169805.692,4022294695.779,3728589173.999,3517270797.11,3139284232.384,3117346897.731,3534449368.796,3577333483.486,3722555622.888,3724905589.613,3643882601.341,4039729420.271,4453106441.843,5027081838.78,4831475351.182,4903725125.545,6681185568.057,7779386899.21,9142134312.151
Ireland,IE,IRL,Total trade in low carbon technology products as percent of GDP,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,2.58449750107959,2.41404302112859,2.3169529047549,2.59522987811457,2.98987083382849,2.34092183278417,2.71010695202718,1.98309558996738,1.60981126282551,1.87982108545785,1.81045927204825,1.91995345462092,1.73230949361455,1.38038664386102,1.27706957862619,1.32915323578604,1.40360581604122,1.47804989894721,1.58807717164757,1.5633428631989,1.43403320363248,1.24622339015912,1.35344721974767,1.32091216696029,1.29942982992695,1.21096707995555,1.14501849846037,1.30051612541959,1.45801813889106,1.67503656561842
Ireland,IE,IRL,Trade balance in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLB,Trade in Low Carbon Technology Products; Trade Balance,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance",Not Applicable,Units,-68095421.0,-36193980.0,-132528917.0,-507685840.0,-816410587.0,-491045347.0,-730359757.858,-151567462.513,-131244896.954,-564090011.014,-69863292.296,-457181842.434,-346765165.565,-256571162.141,-149605179.48,-32501871.3,370044412.625,578789724.456,721740803.834,344551438.766,116061257.617,45904140.977,363056724.577,910229147.479,836843823.174,255840777.432,-184720965.069,-1142292572.485,-2082370115.35,-2608112899.459
Ireland,IE,IRL,Trade balance in low carbon technology products as percent of GDP,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLB,Trade in Low Carbon Technology Products; Trade Balance,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance",Not Applicable,Units,-0.12194192470493,-0.052258414917976,-0.174545434920961,-0.611984006130787,-0.904055713098638,-0.496042226611339,-0.728519962364849,-0.138611121837179,-0.102131920529622,-0.342641697491919,-0.0359596042898269,-0.215658780757399,-0.149343753701948,-0.0949869746683526,-0.0543194523651128,-0.0137610882639607,0.166614915437244,0.242040556952521,0.320400683835165,0.14469952563982,0.0446818565126138,0.0156994119869961,0.121636392780107,0.269998656292908,0.216312338190681,0.0641242553590988,-0.0431322956818364,-0.222351242205625,-0.3902792648574,-0.47786264396142
Israel,IL,ISR,Comparative advantage in low carbon technology products,Index,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLA,Trade in Low Carbon Technology Products; Comparative Advantage,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Comparative Advantage",Not Applicable,Units,,,,,1.16899655870165,1.12062699893573,0.831481184774144,0.828204798493121,0.959616551755243,0.891447091773164,0.838965416594702,0.926986048770917,1.01158613413656,1.03064199421617,0.959194330974523,0.92129858768204,0.951392516043743,0.997126033591853,1.09654623987752,0.982270597131941,0.964624113814821,0.933230177076075,0.909490332336912,1.03312704791691,1.06554438781134,1.08387448779237,1.11337390215562,1.17150184342017,1.33725518331772,1.23777793910302
Israel,IL,ISR,Exports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,425202000.0,597632000.0,836751000.0,946892992.0,1016176000.0,953991000.0,873633000.0,1005244000.0,1004928000.0,1227387000.0,1490204000.0,1812067000.0,2173984000.0,2319341000.0,1920846000.0,2404738000.0,2713154000.0,2783648000.0,2591844000.0,2700354000.0,2681163000.0,2378275000.0,2834075000.0,2903885000.0,2977826000.0,2873169000.0,3574277000.0,4283672000.0,3820814363.0
Israel,IL,ISR,Exports of low carbon technology products as percent of GDP,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,0.40377384480149,0.520276410333343,0.701688201378947,0.786724268064449,0.838660816688097,0.70028738984137,0.648950346880383,0.80384382345942,0.765286854876331,0.877333719953492,1.01303153963608,1.14165735660866,1.18106814348059,1.05161165012186,0.90413342016448,1.00653374927375,1.01461891649665,1.05874539749301,0.870811333659007,0.859733927519829,0.8856788341444,0.740987539166367,0.793350649062563,0.774057917279287,0.745103947743536,0.697827329099377,0.729876447320812,0.815933619845556,0.749947174790291
Israel,IL,ISR,Exports of low carbon technology products as share of total exports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,,,,4.0443216859082,3.93970503853729,2.9894709463927,3.00764275951816,3.40607116113752,3.21141235571576,3.18634638449437,3.50582616776258,3.90307926921205,4.02380242873616,3.78294873300451,4.02644966953634,4.11663060299374,4.03379392987871,4.40518941228228,3.89263958476012,3.91607643179089,4.0599014840983,3.95429345379066,4.72214400325243,4.78808109721311,5.14284579369041,5.86450783283156,6.050405416843,5.90539342664496,5.93804052703641
Israel,IL,ISR,Imports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,900865000.0,975791000.0,946256000.0,953925000.0,999262000.0,1132703000.0,1150944000.0,1104633000.0,1349671000.0,1376156000.0,1298381000.0,1421734000.0,1474384000.0,1660410000.0,1788624000.0,1648596000.0,2400777000.0,3008910000.0,2503083000.0,2399394000.0,2206561000.0,2392647000.0,3428532000.0,3775819000.0,4841912000.0,4452973000.0,6007958000.0,6851372000.0,7045564153.0
Israel,IL,ISR,Imports of low carbon technology products as percent of GDP,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,0.855465695591963,0.849487709352216,0.793517630315395,0.792566798734296,0.824701513325822,0.831472862254978,0.854941958511063,0.88332028267709,1.02782037589538,0.983673497206927,0.882631440704922,0.895735687610144,0.800993923440785,0.752845959252576,0.841897129966834,0.690040874688929,0.897801510157582,1.1444225756887,0.840989290053409,0.763914815349215,0.728901739263335,0.745465353091543,0.959758682297317,1.00648014338156,1.21153074283951,1.08152574914376,1.22684029265014,1.3050169940342,1.38289914906973
Israel,IL,ISR,Imports of low carbon technology products as share of total imports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,,3.47554177536179,3.21353640731426,3.07783000923863,3.45639208384636,3.33662475118029,3.94486078554017,3.34822182374681,2.88935547114052,2.97817065890214,2.60556781813137,2.5488068082389,3.77616903228258,2.78484228592085,3.26478195595059,4.11499632114616,3.4814216747823,3.31977967698687,3.55869958245101,3.63943743245303,4.9623424179705,4.93040689558814,6.33425649626309,6.34527300656333,6.64544195595041,6.3601047861112,7.68154206520448
Israel,IL,ISR,Total trade in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,,1326067000.0,1573423000.0,1783007000.0,1900817992.0,2015438000.0,2086694000.0,2024577000.0,2109877000.0,2354599000.0,2603543000.0,2788585000.0,3233801000.0,3648368000.0,3979751000.0,3709470000.0,4053334000.0,5113931000.0,5792558000.0,5094927000.0,5099748000.0,4887724000.0,4770922000.0,6262607000.0,6679704000.0,7819738000.0,7326142000.0,9582235000.0,11135044000.0,10866378516.0
Israel,IL,ISR,Total trade in low carbon technology products as percent of GDP,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,,1.25923954039345,1.36976411968556,1.49520583169434,1.57929106679874,1.66336233001392,1.53176025209635,1.50389230539145,1.68716410613651,1.79310723077171,1.86100721716042,1.895662980341,2.0373930442188,1.98206206692138,1.80445760937443,1.74603055013131,1.69657462396268,1.91242042665424,2.20316797318171,1.71180062371242,1.62364874286904,1.61458057340773,1.48645289225791,1.75310933135988,1.78053806066085,1.95663469058304,1.77935307824314,1.95671673997095,2.12095061387976,2.13284632386002
Israel,IL,ISR,Trade balance in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLB,Trade in Low Carbon Technology Products; Trade Balance,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance",Not Applicable,Units,,-475663000.0,-378159000.0,-109505000.0,-7032008.0,16914000.0,-178712000.0,-277311000.0,-99389000.0,-344743000.0,-148769000.0,191823000.0,390333000.0,699600000.0,658931000.0,132222000.0,756142000.0,312377000.0,-225262000.0,88761000.0,300960000.0,474602000.0,-14372000.0,-594457000.0,-871934000.0,-1864086000.0,-1579804000.0,-2433681000.0,-2567700000.0,-3224749790.0
Israel,IL,ISR,Trade balance in low carbon technology products as percent of GDP,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLB,Trade in Low Carbon Technology Products; Trade Balance,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance",Not Applicable,Units,,-0.451691850790474,-0.329211299018873,-0.0918294289364478,-0.0058425306698471,0.0139593033622743,-0.131185472413609,-0.20599161163068,-0.0794764592176708,-0.262533521019049,-0.106339777253434,0.130400098931161,0.245921668998512,0.380074220039809,0.298765690869279,0.0622362901976462,0.31649287458482,0.116817406339071,-0.0856771781956878,0.0298220436055978,0.0958191121706146,0.156777094881065,-0.0044778139251764,-0.166408033234754,-0.232422226102273,-0.466426795095972,-0.383698420044387,-0.496963845329324,-0.489083374188648,-0.632951974279438
Italy,IT,ITA,Comparative advantage in low carbon technology products,Index,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLA,Trade in Low Carbon Technology Products; Comparative Advantage,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Comparative Advantage",Not Applicable,Units,,,,,1.32379475459969,1.30677765459111,1.29469306703956,1.32849802860443,1.37496517388855,1.3372870537641,1.27951833855017,1.28343226276673,1.29727407900366,1.36363901974723,1.41774665160434,1.40364118880577,1.25177984855968,1.31821802383621,1.29733913545893,1.32863068175342,1.32663671296377,1.20758554919608,1.19468586757827,1.11930296683219,1.10640104396441,1.05123697584128,0.960856191471123,1.02219295611798,1.09666452847642,1.15027306942208
Italy,IT,ITA,Exports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,8342642040.0,10374553659.0,12148560805.0,11070350210.0,11114330284.0,10800016531.0,11109367943.426,11728661749.509,12366271987.832,14381770413.35,17104525464.207,17973785908.239,20769450781.034,26485688042.221,30190926621.706,24761846506.883,24025795350.0,27649207165.0,25877919950.0,27016187009.0,28258425495.0,23778198900.91,23752849105.064,25694091115.095,26952443798.898,26424703045.794,24992944089.379,32023549876.714,31370080957.759,36665359944.601
Italy,IT,ITA,Exports of low carbon technology products as percent of GDP,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,0.772078255287871,0.882733142187835,0.92540608923733,0.890451293700459,0.873972881900697,0.861457821621777,0.9684028907617,1.00413910420641,0.969245133796302,0.911838631842553,0.947239735073341,0.96672491718504,1.06528905467599,1.19662541615932,1.25357253846049,1.12679833576082,1.12383292328596,1.20497264141352,1.23919804286378,1.26128722934498,1.3067073063761,1.29452812087582,1.26576958853115,1.31018494366561,1.28781550665549,1.31366533065754,1.31823283121248,1.48510901362751,1.51648966559547,1.62559564574139
Italy,IT,ITA,Exports of low carbon technology products as share of total exports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,,,,4.57986962738823,4.59414106114698,4.65488261103848,4.82446791426003,4.88031309775148,4.8175379192213,4.85954313645223,4.85389226442425,5.00537066827945,5.32387970834753,5.59142472616476,6.1344830833119,5.41639244149228,5.33274599566193,5.21184097471483,5.26522976501708,5.38573594707303,5.25345031031627,5.19427017257282,5.11603079534739,4.97167268219033,4.98798497452298,5.06114670929255,5.27927619874585,4.84293168461075,5.51824999267369
Italy,IT,ITA,Imports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,3998047353.0,5176607117.0,5360812134.0,5334092394.0,5835811671.0,6096008099.0,6689876465.953,6631422898.456,6687507856.26,8139906771.082,9140688470.068,9458431381.409,10619597841.792,13521144199.644,15716930102.198,13721742855.532,23584130174.0,23192279851.0,15703295991.0,13112928119.0,13183717035.0,12221597972.99,12614834300.978,14770871086.863,16892538271.006,17018728702.665,17989225581.769,28042363281.857,29949784066.389,38780082813.669
Italy,IT,ITA,Imports of low carbon technology products as percent of GDP,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,0.370003340675819,0.440458723956494,0.408355217683002,0.42905141958965,0.458897748582833,0.486244983281244,0.583156102260635,0.56774346392488,0.524154284596235,0.516089552269556,0.506206579240904,0.508724279936016,0.544691405911052,0.610886331480497,0.652590502169392,0.624413733000627,1.10317355036502,1.01073649402276,0.751972867068006,0.612194784197474,0.609632669657327,0.665365880906522,0.672234036090153,0.753191572963019,0.807142865949035,0.846061120528504,0.948827304425202,1.3004793857531,1.44782979950395,1.71935401312414
Italy,IT,ITA,Imports of low carbon technology products as share of total imports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,,2.70225616421141,2.76834844077554,2.81335885208815,2.81108967581782,2.71116633241255,2.73516474619572,2.57519724511943,2.46509171037582,2.40399196806894,2.64581976050878,2.79570336749867,3.31434797848807,4.85318655308651,4.16756337004332,3.22625414513592,2.75454806367434,2.7920771945324,2.98508242478972,3.11214284885296,3.27215917003893,3.36846398010006,3.59826438790778,4.23107697786649,4.96884688140879,4.34540147452924,6.08343386150474
Italy,IT,ITA,Total trade in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,12340689393.0,15551160776.0,17509372939.0,16404442604.0,16950141955.0,16896024630.0,17799244409.379,18360084647.965,19053779844.092,22521677184.432,26245213934.275,27432217289.648,31389048622.826,40006832241.865,45907856723.904,38483589362.415,47609925524.0,50841487016.0,41581215941.0,40129115128.0,41442142530.0,35999796873.9,36367683406.042,40464962201.958,43844982069.904,43443431748.459,42982169671.148,60065913158.571,61319865024.148,75445442758.27
Italy,IT,ITA,Total trade in low carbon technology products as percent of GDP,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,1.14208159596369,1.32319186614433,1.33376130692033,1.31950271329011,1.33287063048353,1.34770280490302,1.55155899302233,1.57188256813129,1.49339941839254,1.42792818411211,1.45344631431424,1.47544919712106,1.60998046058704,1.80751174763982,1.90616304062988,1.75121206876145,2.22700647365098,2.21570913543627,1.99117090993179,1.87348201354245,1.91633997603342,1.95989400178234,1.9380036246213,2.06337651662863,2.09495837260452,2.15972645118605,2.26706013563768,2.78558839938061,2.96431946509942,3.34494965886553
Italy,IT,ITA,Trade balance in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLB,Trade in Low Carbon Technology Products; Trade Balance,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance",Not Applicable,Units,4344594687.0,5197946542.0,6787748671.0,5736257816.0,5278518613.0,4704008432.0,4419491477.473,5097238851.053,5678764131.572,6241863642.268,7963836994.139,8515354526.83,10149852939.242,12964543842.577,14473996519.508,11040103651.351,441665176.0,4456927314.0,10174623959.0,13903258890.0,15074708460.0,11556600927.92,11138014804.086,10923220028.232,10059905527.892,9405974343.129,7003718507.61,3981186594.857,1420296891.37,-2114722869.068
